Nodos: 30993
Aristas: 16635
Tipo 1: 16193
Tipo 2: 16193
Tipo 3: 442

10952	24109	1
24109	10952	2
12518	19131	1
19131	12518	2
19042	22828	1
22828	19042	2
10952	18264	1
18264	10952	2
10322	8709	1
8709	10322	2
27731	6703	1
6703	27731	2
5818	9671	1
9671	5818	2
13235	18181	1
18181	13235	2
10865	27120	1
27120	10865	2
26111	4631	1
4631	26111	2
6703	15583	1
15583	6703	2
15117	23844	1
23844	15117	2
11790	28212	1
28212	11790	2
30749	6322	1
6322	30749	2
18160	28607	1
28607	18160	2
2408	5179	1
5179	2408	2
28811	29632	1
29632	28811	2
23685	12535	1
12535	23685	2
10952	8533	1
8533	10952	2
6703	14456	1
14456	6703	2
5010	14848	1
14848	5010	2
10865	10925	1
10925	10865	2
212	30234	1
30234	212	2
1680	9176	1
9176	1680	2
18803	26438	1
26438	18803	2
25892	29160	1
29160	25892	2
2067	25432	1
25432	2067	2
11790	10410	1
10410	11790	2
11790	17319	1
17319	11790	2
11790	2473	1
2473	11790	2
29167	192	1
192	29167	2
2408	22875	1
22875	2408	2
25003	7148	1
7148	25003	2
15869	9176	1
9176	15869	2
2408	15801	1
15801	2408	2
20949	3127	1
3127	20949	2
30330	29835	1
29835	30330	2
2024	10322	1
10322	2024	2
28632	7452	1
7452	28632	2
4072	1903	1
1903	4072	2
5298	212	1
212	5298	2
15924	13336	1
13336	15924	2
3556	212	1
212	3556	2
21241	26678	1
26678	21241	2
212	24087	1
24087	212	2
5319	18579	1
18579	5319	2
5703	22145	1
22145	5703	2
5319	29589	1
29589	5319	2
10922	20787	1
20787	10922	2
11290	27729	1
27729	11290	2
15391	25568	1
25568	15391	2
2796	4392	1
4392	2796	2
7392	24692	1
24692	7392	2
7977	23957	1
23957	7977	2
30404	15458	1
15458	30404	2
7628	25724	1
25724	7628	2
12934	2325	1
2325	12934	2
27731	29541	1
29541	27731	2
6981	28808	1
28808	6981	2
13512	1370	1
1370	13512	2
15618	17338	1
17338	15618	2
22517	23501	1
23501	22517	2
26463	22959	1
22959	26463	2
7628	6783	1
6783	7628	2
18659	14848	1
14848	18659	2
6703	4136	1
4136	6703	2
26678	3422	1
3422	26678	2
7346	12049	1
12049	7346	2
29555	6783	1
6783	29555	2
11290	3537	1
3537	11290	2
19389	10956	1
10956	19389	2
6703	12903	1
12903	6703	2
212	9930	1
9930	212	2
3528	4215	1
4215	3528	2
18659	1251	1
1251	18659	2
2458	6709	1
6709	2458	2
3556	13377	1
13377	3556	2
17521	17485	1
17485	17521	2
3422	30182	1
30182	3422	2
212	25878	1
25878	212	2
18160	15423	1
15423	18160	2
13596	16369	1
16369	13596	2
6703	8574	1
8574	6703	2
9291	15428	1
15428	9291	2
11290	22805	1
22805	11290	2
20201	10778	1
10778	20201	2
6703	25050	1
25050	6703	2
12169	24680	1
24680	12169	2
26678	4368	1
4368	26678	2
10952	12986	1
12986	10952	2
19874	15852	1
15852	19874	2
20028	26187	1
26187	20028	2
28244	16001	1
16001	28244	2
20129	18342	1
18342	20129	2
7392	22372	1
22372	7392	2
11290	7954	1
7954	11290	2
14883	24221	1
24221	14883	2
212	20695	1
20695	212	2
13972	6112	1
6112	13972	2
26678	7949	1
7949	26678	2
9694	10421	1
10421	9694	2
11290	22699	1
22699	11290	2
7242	16585	1
16585	7242	2
17521	7641	1
7641	17521	2
2408	7628	1
7628	2408	2
3528	2048	1
2048	3528	2
20028	19042	1
19042	20028	2
3528	22369	1
22369	3528	2
17841	4709	1
4709	17841	2
11628	17842	1
17842	11628	2
10952	18717	1
18717	10952	2
18160	2064	1
2064	18160	2
11306	19131	1
19131	11306	2
8574	4823	1
4823	8574	2
748	2687	1
2687	748	2
26678	8813	1
8813	26678	2
5818	23569	1
23569	5818	2
13235	2761	1
2761	13235	2
12920	2393	1
2393	12920	2
11290	25489	1
25489	11290	2
5679	11791	1
11791	5679	2
18181	22595	1
22595	18181	2
2458	16042	1
16042	2458	2
1121	12184	1
12184	1121	2
30461	18246	1
18246	30461	2
8655	16523	1
16523	8655	2
17223	7549	1
7549	17223	2
26678	21252	1
21252	26678	2
6703	17569	1
17569	6703	2
11979	12535	1
12535	11979	2
30461	16794	1
16794	30461	2
17008	22488	1
22488	17008	2
17223	27190	1
27190	17223	2
29230	28694	1
28694	29230	2
11628	23735	1
23735	11628	2
30624	19389	1
19389	30624	2
6703	14711	1
14711	6703	2
12050	458	1
458	12050	2
26678	1255	1
1255	26678	2
25280	7198	1
7198	25280	2
15419	13731	1
13731	15419	2
212	12201	1
12201	212	2
7392	16848	1
16848	7392	2
28441	28168	1
28168	28441	2
5580	16523	1
16523	5580	2
6703	28134	1
28134	6703	2
13596	432	1
432	13596	2
9541	29003	1
29003	9541	2
26678	28690	1
28690	26678	2
11273	9562	1
9562	11273	2
12836	24322	1
24322	12836	2
18160	6709	1
6709	18160	2
17521	17869	1
17869	17521	2
17521	10602	1
10602	17521	2
17521	18865	1
18865	17521	2
23383	5355	1
5355	23383	2
7392	28798	1
28798	7392	2
26678	8206	1
8206	26678	2
12836	12836	1
12836	12836	2
2088	6549	1
6549	2088	2
3528	25568	1
25568	3528	2
6453	11878	1
11878	6453	2
7392	17274	1
17274	7392	2
18160	12581	1
12581	18160	2
7963	8458	1
8458	7963	2
25892	14282	1
14282	25892	2
26678	6724	1
6724	26678	2
4338	30749	1
30749	4338	2
3706	26104	1
26104	3706	2
26678	28042	1
28042	26678	2
10865	17487	1
17487	10865	2
20949	15159	1
15159	20949	2
6817	2687	1
2687	6817	2
20028	9688	1
9688	20028	2
10952	28183	1
28183	10952	2
14883	29589	1
29589	14883	2
5818	13241	1
13241	5818	2
3706	21194	1
21194	3706	2
4072	27696	1
27696	4072	2
458	10801	1
10801	458	2
26584	14887	1
14887	26584	2
212	2190	1
2190	212	2
7392	18487	1
18487	7392	2
19088	14372	1
14372	19088	2
5781	3246	1
3246	5781	2
30461	25280	1
25280	30461	2
18160	484	1
484	18160	2
2032	26678	1
26678	2032	2
15657	192	1
192	15657	2
2458	24350	1
24350	2458	2
18181	25987	1
25987	18181	2
11290	29275	1
29275	11290	2
26678	26538	1
26538	26678	2
14739	30438	1
30438	14739	2
3817	15662	1
15662	3817	2
23685	3327	1
3327	23685	2
10952	4138	1
4138	10952	2
212	23205	1
23205	212	2
29831	16794	1
16794	29831	2
10322	10531	1
10531	10322	2
5992	14351	1
14351	5992	2
11688	10707	1
10707	11688	2
2088	15341	1
15341	2088	2
4072	2687	1
2687	4072	2
4702	13285	1
13285	4702	2
10865	20014	1
20014	10865	2
19703	30119	1
30119	19703	2
808	25003	1
25003	808	2
10322	10353	1
10353	10322	2
19454	11438	1
11438	19454	2
5580	22799	1
22799	5580	2
13231	192	1
192	13231	2
6297	29416	1
29416	6297	2
10952	5499	1
5499	10952	2
3528	17511	1
17511	3528	2
20201	4032	1
4032	20201	2
28798	192	1
192	28798	2
808	26796	1
26796	808	2
26678	3512	1
3512	26678	2
6453	21868	1
21868	6453	2
7977	12316	1
12316	7977	2
21463	8732	1
8732	21463	2
17521	16253	1
16253	17521	2
3999	4022	1
4022	3999	2
4072	8196	1
8196	4072	2
7392	6377	1
6377	7392	2
212	183	1
183	212	2
2127	8397	1
8397	2127	2
25886	2408	1
2408	25886	2
29555	28811	1
28811	29555	2
212	16325	1
16325	212	2
28594	2380	1
2380	28594	2
3512	16064	1
16064	3512	2
24133	2380	1
2380	24133	2
20028	18771	1
18771	20028	2
17521	16761	1
16761	17521	2
17223	15742	1
15742	17223	2
5580	9502	1
9502	5580	2
13596	11181	1
11181	13596	2
5964	11878	1
11878	5964	2
212	23400	1
23400	212	2
17521	21212	1
21212	17521	2
26584	2418	1
2418	26584	2
10087	11135	1
11135	10087	2
7392	30690	1
30690	7392	2
8750	29726	1
29726	8750	2
6767	24755	1
24755	6767	2
7392	7652	1
7652	7392	2
6703	11499	1
11499	6703	2
14739	9402	1
9402	14739	2
18160	18729	1
18729	18160	2
6817	14848	1
14848	6817	2
22499	28183	1
28183	22499	2
2127	18264	1
18264	2127	2
18160	24350	1
24350	18160	2
18908	7873	1
7873	18908	2
28632	1749	1
1749	28632	2
17521	4998	1
4998	17521	2
212	29012	1
29012	212	2
26584	10470	1
10470	26584	2
18326	14272	1
14272	18326	2
7392	15423	1
15423	7392	2
27047	12535	1
12535	27047	2
11790	17141	1
17141	11790	2
212	5903	1
5903	212	2
12619	13003	1
13003	12619	2
18160	14282	1
14282	18160	2
4072	2049	1
2049	4072	2
25762	2280	1
2280	25762	2
15869	5194	1
5194	15869	2
25313	28700	1
28700	25313	2
10075	2322	1
2322	10075	2
7531	14848	1
14848	7531	2
29753	26538	1
26538	29753	2
11628	12581	1
12581	11628	2
28377	14971	1
14971	28377	2
28811	25313	1
25313	28811	2
212	422	1
422	212	2
10322	2760	1
2760	10322	2
18160	9184	1
9184	18160	2
18659	15428	1
15428	18659	2
12666	16619	1
16619	12666	2
15024	4092	1
4092	15024	2
30330	2240	1
2240	30330	2
17521	4022	1
4022	17521	2
7628	5835	1
5835	7628	2
10952	21598	1
21598	10952	2
16838	17044	1
17044	16838	2
6703	4722	1
4722	6703	2
5580	30176	1
30176	5580	2
26678	24494	1
24494	26678	2
7346	26678	1
26678	7346	2
2920	10943	1
10943	2920	2
18436	30119	1
30119	18436	2
21463	18940	1
18940	21463	2
28043	15941	1
15941	28043	2
12666	9518	1
9518	12666	2
23487	21868	1
21868	23487	2
9291	212	1
212	9291	2
24220	492	1
492	24220	2
18160	29856	1
29856	18160	2
7392	8837	1
8837	7392	2
20028	8582	1
8582	20028	2
25023	23300	1
23300	25023	2
6549	29385	1
29385	6549	2
12836	21241	1
21241	12836	2
3324	20257	1
20257	3324	2
12666	12067	1
12067	12666	2
19389	192	1
192	19389	2
22960	28661	1
28661	22960	2
5818	20807	1
20807	5818	2
6703	29811	1
29811	6703	2
25762	14129	1
14129	25762	2
9390	21613	1
21613	9390	2
2427	24680	1
24680	2427	2
3706	26658	1
26658	3706	2
3528	26678	1
26678	3528	2
212	11131	1
11131	212	2
3528	14552	1
14552	3528	2
6709	30569	1
30569	6709	2
20949	18246	1
18246	20949	2
12920	8397	1
8397	12920	2
29230	8036	1
8036	29230	2
10952	27113	1
27113	10952	2
18160	26281	1
26281	18160	2
6709	2998	1
2998	6709	2
7392	6709	1
6709	7392	2
19364	17748	1
17748	19364	2
18670	17071	1
17071	18670	2
5580	28811	1
28811	5580	2
26678	27436	1
27436	26678	2
2408	30119	1
30119	2408	2
25477	27696	1
27696	25477	2
11290	28486	1
28486	11290	2
26678	21553	1
21553	26678	2
2717	3528	1
3528	2717	2
10322	1995	1
1995	10322	2
7392	12581	1
12581	7392	2
7662	26376	1
26376	7662	2
25892	192	1
192	25892	2
28044	1419	1
1419	28044	2
20837	10421	1
10421	20837	2
12920	24109	1
24109	12920	2
27731	26269	1
26269	27731	2
212	25629	1
25629	212	2
26678	20106	1
20106	26678	2
3706	10818	1
10818	3706	2
6798	7977	1
7977	6798	2
26111	19428	1
19428	26111	2
17841	23300	1
23300	17841	2
5319	13168	1
13168	5319	2
8574	17429	1
17429	8574	2
3528	17055	1
17055	3528	2
23720	11643	1
11643	23720	2
20201	1903	1
1903	20201	2
7977	17935	1
17935	7977	2
26166	7396	1
7396	26166	2
17521	21361	1
21361	17521	2
23300	9284	1
9284	23300	2
6783	21927	1
21927	6783	2
212	23052	1
23052	212	2
15599	23792	1
23792	15599	2
1266	18230	1
18230	1266	2
17008	11290	1
11290	17008	2
6420	25121	1
25121	6420	2
13486	3744	1
3744	13486	2
2408	24221	1
24221	2408	2
18415	13935	1
13935	18415	2
20028	25898	1
25898	20028	2
26678	27592	1
27592	26678	2
3528	18247	1
18247	3528	2
1829	2397	1
2397	1829	2
18545	21473	1
21473	18545	2
14883	22868	1
22868	14883	2
11290	7670	1
7670	11290	2
20201	8819	1
8819	20201	2
2458	192	1
192	2458	2
26584	26622	1
26622	26584	2
20949	25280	1
25280	20949	2
748	15064	1
15064	748	2
23259	844	1
844	23259	2
9541	21045	1
21045	9541	2
7873	25762	1
25762	7873	2
18160	2487	1
2487	18160	2
26678	18929	1
18929	26678	2
11290	23183	1
23183	11290	2
2032	16653	1
16653	2032	2
15924	11780	1
11780	15924	2
15869	27381	1
27381	15869	2
8235	7554	1
7554	8235	2
10903	6818	1
6818	10903	2
6549	9904	1
9904	6549	2
6703	17565	1
17565	6703	2
6703	19120	1
19120	6703	2
212	30050	1
30050	212	2
18181	19172	1
19172	18181	2
26463	22904	1
22904	26463	2
11966	8573	1
8573	11966	2
5679	5281	1
5281	5679	2
7977	13933	1
13933	7977	2
26678	9614	1
9614	26678	2
24732	26508	1
26508	24732	2
2408	38	1
38	2408	2
20028	18662	1
18662	20028	2
18160	30965	1
30965	18160	2
17946	29973	1
29973	17946	2
2408	11498	1
11498	2408	2
6709	22904	1
22904	6709	2
6703	6814	1
6814	6703	2
9541	11168	1
11168	9541	2
4729	28811	1
28811	4729	2
26678	22549	1
22549	26678	2
20014	16369	1
16369	20014	2
6703	30322	1
30322	6703	2
2408	29589	1
29589	2408	2
11790	10421	1
10421	11790	2
23206	1385	1
1385	23206	2
10322	28808	1
28808	10322	2
11290	29827	1
29827	11290	2
27469	20410	1
20410	27469	2
18069	23198	1
23198	18069	2
11321	26678	1
26678	11321	2
7818	192	1
192	7818	2
20028	2405	1
2405	20028	2
17521	7523	1
7523	17521	2
26678	19136	1
19136	26678	2
17756	7460	1
7460	17756	2
12920	11455	1
11455	12920	2
10952	27254	1
27254	10952	2
19847	23479	1
23479	19847	2
2127	28857	1
28857	2127	2
10952	6186	1
6186	10952	2
4392	25420	1
25420	4392	2
7392	14282	1
14282	7392	2
992	4215	1
4215	992	2
18160	192	1
192	18160	2
30461	7712	1
7712	30461	2
15313	13060	1
13060	15313	2
4695	2393	1
2393	4695	2
6703	14505	1
14505	6703	2
13501	25986	1
25986	13501	2
3556	6378	1
6378	3556	2
12666	16236	1
16236	12666	2
6703	29958	1
29958	6703	2
6297	10895	1
10895	6297	2
2427	8750	1
8750	2427	2
5818	3582	1
3582	5818	2
25892	3453	1
3453	25892	2
12050	2687	1
2687	12050	2
7628	5346	1
5346	7628	2
11290	20600	1
20600	11290	2
6703	17966	1
17966	6703	2
13235	14773	1
14773	13235	2
4392	18487	1
18487	4392	2
25280	14129	1
14129	25280	2
10322	8230	1
8230	10322	2
1829	21228	1
21228	1829	2
21613	2190	1
2190	21613	2
212	29238	1
29238	212	2
10865	20105	1
20105	10865	2
15924	18181	1
18181	15924	2
12920	8664	1
8664	12920	2
29230	8437	1
8437	29230	2
20201	474	1
474	20201	2
26420	20729	1
20729	26420	2
6798	18181	1
18181	6798	2
212	28632	1
28632	212	2
18160	18082	1
18082	18160	2
17223	27436	1
27436	17223	2
19847	492	1
492	19847	2
12169	27415	1
27415	12169	2
28907	21172	1
21172	28907	2
15419	21613	1
21613	15419	2
30461	24322	1
24322	30461	2
16838	4215	1
4215	16838	2
12920	3886	1
3886	12920	2
25892	22496	1
22496	25892	2
13486	25517	1
25517	13486	2
10531	29589	1
29589	10531	2
26678	24138	1
24138	26678	2
7392	204	1
204	7392	2
5818	9899	1
9899	5818	2
2408	27105	1
27105	2408	2
18160	26166	1
26166	18160	2
10322	13163	1
13163	10322	2
5400	22868	1
22868	5400	2
17946	1122	1
1122	17946	2
6703	9700	1
9700	6703	2
212	4790	1
4790	212	2
17946	1995	1
1995	17946	2
7628	4373	1
4373	7628	2
212	7983	1
7983	212	2
15064	19131	1
19131	15064	2
26111	21588	1
21588	26111	2
26678	1023	1
1023	26678	2
19828	12825	1
12825	19828	2
15176	5545	1
5545	15176	2
21613	18788	1
18788	21613	2
17748	7745	1
7745	17748	2
7392	26281	1
26281	7392	2
11966	27207	1
27207	11966	2
12920	10448	1
10448	12920	2
17521	3415	1
3415	17521	2
17008	8932	1
8932	17008	2
20028	30475	1
30475	20028	2
7392	12620	1
12620	7392	2
3528	28137	1
28137	3528	2
20949	26769	1
26769	20949	2
23562	22770	1
22770	23562	2
5781	1601	1
1601	5781	2
11966	15068	1
15068	11966	2
22762	25621	1
25621	22762	2
5580	18111	1
18111	5580	2
17008	18746	1
18746	17008	2
212	28065	1
28065	212	2
6703	15220	1
15220	6703	2
18908	16794	1
16794	18908	2
18160	26104	1
26104	18160	2
28063	22306	1
22306	28063	2
6549	24176	1
24176	6549	2
30474	26678	1
26678	30474	2
20028	17521	1
17521	20028	2
6453	23861	1
23861	6453	2
12920	27891	1
27891	12920	2
3556	1971	1
1971	3556	2
10322	6322	1
6322	10322	2
19029	5257	1
5257	19029	2
6930	9551	1
9551	6930	2
2408	21612	1
21612	2408	2
18160	16076	1
16076	18160	2
13026	24286	1
24286	13026	2
662	2423	1
2423	662	2
10865	8293	1
8293	10865	2
7392	28984	1
28984	7392	2
18332	15458	1
15458	18332	2
11835	30461	1
30461	11835	2
2593	25003	1
25003	2593	2
18160	16596	1
16596	18160	2
8574	25280	1
25280	8574	2
26650	8232	1
8232	26650	2
11290	11290	1
11290	11290	2
17748	29904	1
29904	17748	2
30461	22770	1
22770	30461	2
7628	1421	1
1421	7628	2
2408	3726	1
3726	2408	2
17008	183	1
183	17008	2
18160	21399	1
21399	18160	2
11290	10865	1
10865	11290	2
11628	192	1
192	11628	2
212	24313	1
24313	212	2
17521	779	1
779	17521	2
17521	18117	1
18117	17521	2
26420	16523	1
16523	26420	2
25892	15458	1
15458	25892	2
8710	3528	1
3528	8710	2
11790	13256	1
13256	11790	2
11790	27784	1
27784	11790	2
1121	5394	1
5394	1121	2
10952	22664	1
22664	10952	2
4702	26530	1
26530	4702	2
19389	28126	1
28126	19389	2
7977	12581	1
12581	7977	2
16105	25003	1
25003	16105	2
3528	8700	1
8700	3528	2
25864	29835	1
29835	25864	2
15869	9368	1
9368	15869	2
12518	3086	1
3086	12518	2
7392	4370	1
4370	7392	2
6981	3537	1
3537	6981	2
11953	11290	1
11290	11953	2
23259	28811	1
28811	23259	2
16751	20884	1
20884	16751	2
20028	30119	1
30119	20028	2
18160	11321	1
11321	18160	2
2127	13181	1
13181	2127	2
17521	2880	1
2880	17521	2
25892	2740	1
2740	25892	2
2408	3599	1
3599	2408	2
14942	22332	1
22332	14942	2
30461	22852	1
22852	30461	2
11790	11275	1
11275	11790	2
17748	24383	1
24383	17748	2
25280	12975	1
12975	25280	2
10865	1585	1
1585	10865	2
17748	12607	1
12607	17748	2
30404	25121	1
25121	30404	2
26678	12455	1
12455	26678	2
17008	15188	1
15188	17008	2
23300	2024	1
2024	23300	2
27731	11878	1
11878	27731	2
26678	13663	1
13663	26678	2
20028	14187	1
14187	20028	2
17748	11731	1
11731	17748	2
3556	17223	1
17223	3556	2
3528	22357	1
22357	3528	2
25892	22828	1
22828	25892	2
15763	13486	1
13486	15763	2
10322	12621	1
12621	10322	2
3528	11388	1
11388	3528	2
5032	8230	1
8230	5032	2
5580	25892	1
25892	5580	2
14272	1971	1
1971	14272	2
2408	22763	1
22763	2408	2
28511	192	1
192	28511	2
18160	22717	1
22717	18160	2
7392	192	1
192	7392	2
2127	6469	1
6469	2127	2
17521	18946	1
18946	17521	2
27731	21718	1
21718	27731	2
26320	6205	1
6205	26320	2
27308	192	1
192	27308	2
29004	23708	1
23708	29004	2
26678	7362	1
7362	26678	2
26077	22064	1
22064	26077	2
26678	24034	1
24034	26678	2
11953	25878	1
25878	11953	2
30461	26453	1
26453	30461	2
6573	11191	1
11191	6573	2
18160	4072	1
4072	18160	2
29004	6566	1
6566	29004	2
20949	7712	1
7712	20949	2
21463	9720	1
9720	21463	2
25892	8107	1
8107	25892	2
6817	25080	1
25080	6817	2
10952	23869	1
23869	10952	2
30461	22283	1
22283	30461	2
21702	17880	1
17880	21702	2
18181	4715	1
4715	18181	2
15869	30010	1
30010	15869	2
3528	2318	1
2318	3528	2
28632	26273	1
26273	28632	2
3528	10675	1
10675	3528	2
5580	1421	1
1421	5580	2
3895	11402	1
11402	3895	2
10952	23774	1
23774	10952	2
27150	27399	1
27399	27150	2
18160	25697	1
25697	18160	2
30404	6609	1
6609	30404	2
18160	15458	1
15458	18160	2
18160	12585	1
12585	18160	2
9517	7660	1
7660	9517	2
26678	6492	1
6492	26678	2
1751	19428	1
19428	1751	2
30404	22363	1
22363	30404	2
28811	14848	1
14848	28811	2
1633	23479	1
23479	1633	2
19975	10284	1
10284	19975	2
12836	7818	1
7818	12836	2
10322	11410	1
11410	10322	2
5818	2190	1
2190	5818	2
12920	2465	1
2465	12920	2
9256	2626	1
2626	9256	2
26463	20413	1
20413	26463	2
9541	8166	1
8166	9541	2
18160	18858	1
18858	18160	2
25892	30481	1
30481	25892	2
27958	19387	1
19387	27958	2
7392	992	1
992	7392	2
11290	8932	1
8932	11290	2
7327	26650	1
26650	7327	2
6549	14282	1
14282	6549	2
24829	11042	1
11042	24829	2
9291	6378	1
6378	9291	2
29555	13624	1
13624	29555	2
3528	10925	1
10925	3528	2
18181	11496	1
11496	18181	2
11966	24578	1
24578	11966	2
28063	28825	1
28825	28063	2
1633	492	1
492	1633	2
26584	29227	1
29227	26584	2
3528	13794	1
13794	3528	2
18659	1952	1
1952	18659	2
2079	11455	1
11455	2079	2
10322	21228	1
21228	10322	2
11966	22644	1
22644	11966	2
26678	24025	1
24025	26678	2
5818	20129	1
20129	5818	2
10865	20121	1
20121	10865	2
7392	5922	1
5922	7392	2
3528	3801	1
3801	3528	2
26678	568	1
568	26678	2
29555	25540	1
25540	29555	2
5679	29632	1
29632	5679	2
18181	10865	1
10865	18181	2
24799	554	1
